SSL_SCORE,PREDICTOR_RAT_AGE_AT_LATEST_ARREST,PREDICTOR_RAT_VICTIM_SHOOTING_INCIDENTS,SEX_CODE_CD,PREDICTOR_RAT_VICTIM_BATTERY_OR_ASSAULT,PREDICTOR_RAT_ARRESTS_VIOLENT_OFFENSES,PREDICTOR_RAT_GANG_AFFILIATION,PREDICTOR_RAT_NARCOTIC_ARRESTS,PREDICTOR_RAT_TREND_IN_CRIMINAL_ACTIVITY,PREDICTOR_RAT_UUW_ARRESTS,RACE_CODE_CD,SSL_SCORE_RANK,SHORT_LIST
475,less than 20,1,M,2,2,1,0,0.7,1,0,319,1
475,less than 20,0,M,1,3,1,0,0.8,1,0,319,1
475,less than 20,1,M,1,4,1,3,-0.4,1,0,319,1
474,20-30,2,M,2,3,1,0,0.3,2,0,334,1
474,less than 20,2,M,2,2,1,3,-0.7,0,0,334,1
474,less than 20,1,M,1,5,1,1,0.4,1,0,334,1
474,20-30,1,M,1,3,1,1,-1.2,3,0,334,1
474,20-30,0,M,2,3,1,2,-0.8,1,0,334,1
474,20-30,2,M,2,3,1,1,0.4,3,0,334,1
474,less than 20,0,M,0,3,1,1,-0.3,1,0,334,1
474,less than 20,2,M,2,2,1,2,0.2,0,0,334,1
474,20-30,1,M,1,0,1,10,0.0,0,0,334,1
473,less than 20,0,M,0,5,1,1,-1.6,1,0,343,1
473,less than 20,0,M,0,4,1,1,-2.1,1,0,343,1
473,20-30,2,M,2,1,1,0,-0.6,0,2,343,1
473,less than 20,1,M,2,3,1,1,1.8,0,0,343,1
473,20-30,0,F,2,0,0,0,0.0,0,0,343,1
473,less than 20,0,M,0,4,1,0,0.4,0,0,343,1
473,less than 20,0,M,0,2,0,0,-1.0,1,0,343,1
473,less than 20,1,M,1,4,1,0,1.1,0,0,343,1
473,less than 20,1,M,1,4,1,2,-0.2,2,0,343,1
473,less than 20,2,M,2,2,1,0,0.1,1,2,343,1
473,20-30,2,M,4,0,1,1,-0.6,0,2,343,1
473,less than 20,0,M,0,0,0,0,-0.3,0,0,343,1
473,less than 20,0,M,0,4,1,9,3.7,0,0,343,1
472,less than 20,1,M,1,0,0,0,0.8,0,0,356,1
472,less than 20,0,M,0,6,1,0,2.7,0,0,356,1
472,less than 20,1,M,0,5,1,2,0.6,1,0,356,1
472,20-30,0,M,1,1,1,3,1.5,1,0,356,1
472,less than 20,1,M,1,1,0,3,1.1,1,0,356,1
472,less than 20,2,M,1,0,0,1,0.4,0,0,356,1
472,less than 20,1,M,1,2,1,3,2.2,0,2,356,1
471,less than 20,0,M,0,2,0,0,-0.4,0,0,363,1
471,less than 20,1,M,2,0,1,0,-1.9,0,0,363,1
471,less than 20,1,M,1,1,1,6,1.2,1,0,363,1
471,20-30,0,F,5,0,0,0,0.0,0,0,363,1
471,30-40,0,M,0,0,1,22,-1.8,0,0,363,1
471,less than 20,0,M,0,7,1,1,0.9,2,2,363,1
471,20-30,1,M,2,4,1,0,-1.9,2,0,363,1
471,less than 20,0,M,0,5,1,1,3.0,2,0,363,1
470,less than 20,2,M,2,2,1,2,0.8,0,2,371,1
470,20-30,2,M,2,0,1,6,0.5,0,0,371,1
470,20-30,1,M,1,0,1,12,2.0,0,0,371,1
470,20-30,2,M,2,0,1,6,0.4,0,0,371,1
470,less than 20,1,M,1,2,1,13,-0.9,0,0,371,1
470,less than 20,0,M,1,4,0,0,3.3,0,0,371,1
470,less than 20,0,M,0,3,0,3,2.3,0,0,371,1
470,20-30,1,M,1,4,1,0,1.6,3,0,371,1
470,less than 20,0,M,0,7,0,4,0.4,2,0,371,1
470,less than 20,1,M,1,3,1,2,-1.4,0,0,371,1
469,less than 20,3,M,2,0,0,3,0.4,0,0,381,1
469,less than 20,0,M,0,7,1,0,-0.4,1,0,381,1
469,less than 20,0,M,0,4,1,1,2.0,1,0,381,1
469,less than 20,0,M,1,3,1,0,-1.4,0,0,381,1
469,less than 20,0,M,0,5,1,1,-0.5,0,0,381,1
469,20-30,2,M,2,4,1,0,-1.4,1,0,381,1
469,less than 20,0,M,0,3,1,10,-1.0,1,0,381,1
469,less than 20,0,M,0,5,1,8,-0.8,1,0,381,1
469,20-30,1,M,3,1,1,2,-0.2,0,0,381,1
469,less than 20,0,M,1,5,1,1,2.1,0,0,381,1
469,less than 20,1,M,1,3,1,0,-0.8,3,0,381,1
469,less than 20,0,F,1,2,0,1,0.3,0,0,381,1
469,20-30,2,M,2,2,1,0,0.1,2,0,381,1
469,less than 20,0,F,0,0,0,0,-0.3,0,0,381,1
469,less than 20,2,M,1,0,0,0,-0.2,0,0,381,1
469,less than 20,0,M,0,5,1,0,0.1,1,0,381,1
469,less than 20,1,M,1,2,1,2,-3.4,0,0,381,1
469,less than 20,0,M,0,4,1,1,-0.9,0,0,381,1
468,20-30,1,M,1,1,1,1,0.6,1,0,399,1
468,20-30,1,M,1,1,1,1,0.0,1,0,399,1
468,less than 20,0,M,0,2,1,0,-1.1,1,0,399,1
468,less than 20,0,M,1,4,1,0,1.3,3,2,399,1
468,less than 20,2,M,1,4,1,0,0.1,0,2,399,1
468,less than 20,1,M,3,2,1,0,-0.7,1,0,399,1
468,less than 20,0,M,1,3,1,2,4.5,1,0,399,1
468,less than 20,1,M,2,3,1,3,-1.1,1,0,399,1
468,less than 20,1,M,0,2,1,2,-0.3,1,0,399,1
468,less than 20,0,M,0,0,0,0,-0.1,0,0,399,1
468,20-30,1,M,2,2,1,2,0.4,1,0,399,1
467,less than 20,0,M,1,1,1,1,3.8,1,2,410,1
467,less than 20,1,M,1,2,1,5,0.7,2,0,410,1
467,less than 20,0,M,0,0,0,0,-0.7,0,0,410,1
467,less than 20,0,M,2,3,1,0,1.1,0,2,410,1
467,20-30,0,M,5,0,1,4,-0.2,0,0,410,1
467,20-30,2,M,1,3,1,0,0.7,2,0,410,1
467,less than 20,1,M,2,1,0,0,-0.4,0,0,410,1
467,less than 20,1,M,1,1,1,0,0.4,0,0,410,1
467,less than 20,1,M,1,1,1,2,0.3,0,0,410,1
467,less than 20,1,M,1,4,1,4,-0.2,2,0,410,1
467,less than 20,0,M,0,6,1,0,1.5,3,2,410,1
467,less than 20,0,M,1,1,0,0,0.6,1,0,410,1
467,less than 20,0,M,0,4,1,0,0.9,2,0,410,1
467,less than 20,1,M,1,4,1,1,-1.2,4,2,410,1
467,less than 20,1,M,1,2,1,3,0.3,0,0,410,1
467,less than 20,2,M,2,1,1,1,0.0,0,0,410,1
467,less than 20,1,M,1,2,1,9,1.3,0,0,410,1
467,20-30,2,M,1,0,1,1,-0.3,0,0,410,1
467,20-30,1,M,2,2,1,1,-0.5,0,0,410,1
466,less than 20,0,M,0,3,1,5,-0.6,1,0,429,1
466,less than 20,1,M,1,3,1,1,-4.2,1,0,429,1
466,less than 20,0,M,1,1,1,5,1.7,1,0,429,1
466,less than 20,2,M,2,3,1,1,-0.8,0,0,429,1
466,less than 20,2,M,1,3,1,0,-0.1,1,0,429,1
466,less than 20,1,M,3,2,1,0,-2.0,0,0,429,1
466,less than 20,2,M,1,2,1,2,0.1,1,0,429,1
466,less than 20,1,M,1,1,1,2,2.1,0,0,429,1
466,less than 20,0,M,0,5,1,0,0.4,2,0,429,1
466,less than 20,0,M,1,2,1,1,0.2,2,2,429,1
466,20-30,1,M,2,1,1,13,-1.2,0,0,429,1
466,less than 20,0,M,0,5,1,0,-1.5,1,0,429,1
466,less than 20,1,M,3,1,1,0,-0.4,1,0,429,1
466,less than 20,1,M,1,7,1,0,-2.9,0,0,429,1
466,less than 20,2,M,2,1,1,4,0.2,0,0,429,1
466,less than 20,0,M,0,0,1,18,5.4,0,0,429,1
466,less than 20,2,M,2,1,1,0,0.9,0,0,429,1
465,less than 20,0,M,0,3,1,10,-0.2,0,0,446,1
465,less than 20,0,M,0,0,0,0,-0.9,0,0,446,1
465,less than 20,1,M,2,3,1,1,0.0,1,0,446,1
465,less than 20,1,M,1,1,1,7,1.0,0,0,446,1
465,20-30,1,M,0,9,1,0,-0.5,2,0,446,1
465,less than 20,2,M,2,2,1,1,-0.5,0,0,446,1
465,less than 20,0,M,0,4,1,1,1.7,1,0,446,1
465,less than 20,1,M,1,3,1,3,1.1,2,0,446,1
465,less than 20,0,M,0,3,1,1,1.8,2,0,446,1
465,less than 20,2,M,2,2,1,3,-1.6,0,0,446,1
465,less than 20,2,M,1,1,1,1,-0.1,1,0,446,1
465,less than 20,0,M,1,1,1,5,0.0,1,0,446,1
464,less than 20,1,M,2,0,0,8,-0.3,0,0,458,1
464,less than 20,1,M,1,1,1,4,1.9,0,0,458,1
464,less than 20,1,M,1,0,1,4,0.3,0,0,458,1
464,less than 20,0,F,0,0,0,0,-0.3,0,0,458,1
464,less than 20,0,M,1,3,1,0,0.8,0,0,458,1
464,less than 20,1,M,1,2,1,1,1.4,1,0,458,1
464,less than 20,0,M,0,2,1,3,1.6,0,0,458,1
464,less than 20,0,M,0,4,1,3,-0.7,0,0,458,1
464,less than 20,1,M,1,3,1,2,-0.3,1,0,458,1
464,less than 20,0,M,1,1,1,7,1.6,1,0,458,1
464,less than 20,0,M,0,5,0,2,1.9,1,0,458,1
464,less than 20,0,M,0,5,1,1,-1.2,2,0,458,1
464,less than 20,1,M,0,0,1,9,2.3,0,0,458,1
464,less than 20,1,M,1,4,1,0,0.1,0,0,458,1
464,less than 20,0,M,0,3,1,2,0.4,1,0,458,1
464,less than 20,2,M,1,3,1,0,-2.9,2,0,458,1
463,20-30,1,M,1,1,1,6,-0.4,0,0,474,1
463,less than 20,1,M,1,2,1,5,1.5,1,0,474,1
463,less than 20,0,M,1,3,1,4,-0.4,0,0,474,1
463,less than 20,0,M,0,2,1,4,0.5,1,0,474,1
463,less than 20,0,M,1,5,0,0,2.7,0,0,474,1
463,less than 20,0,F,1,0,0,0,0.1,0,0,474,1
463,less than 20,0,M,2,1,1,1,-0.1,0,0,474,1
463,less than 20,1,M,2,0,1,0,0.2,0,0,474,1
463,less than 20,1,M,1,2,0,0,0.7,0,0,474,1
463,20-30,2,M,2,0,1,5,1.4,0,0,474,1
463,less than 20,0,M,0,2,1,3,4.1,2,0,474,1
463,less than 20,0,M,0,4,1,0,1.6,0,0,474,1
463,less than 20,0,M,2,3,1,0,0.6,0,0,474,1
463,less than 20,0,M,0,12,1,0,-3.0,0,0,474,1
462,less than 20,2,M,2,0,1,0,-0.6,0,0,488,1
462,less than 20,0,M,1,3,1,0,1.1,1,2,488,1
462,less than 20,0,M,0,5,1,1,-0.8,2,0,488,1
462,less than 20,0,M,1,0,1,15,2.1,0,0,488,1
462,20-30,1,M,1,1,0,0,-0.1,1,0,488,1
462,less than 20,1,M,1,1,0,1,1.7,0,0,488,1
462,less than 20,1,M,1,2,1,0,-0.7,0,0,488,1
462,20-30,2,M,2,0,1,9,-4.0,0,0,488,1
462,less than 20,1,M,1,4,1,0,1.6,0,2,488,1
461,less than 20,1,M,2,1,1,6,-0.5,0,0,497,1
461,less than 20,1,M,1,1,1,0,1.1,1,0,497,1
461,less than 20,2,M,2,1,1,2,0.2,0,0,497,1
461,less than 20,1,M,2,2,1,0,-0.1,1,0,497,1
461,20-30,1,M,2,1,1,2,0.4,0,0,497,1
461,less than 20,0,M,0,3,1,1,-1.6,0,0,497,1
461,less than 20,1,M,2,1,0,1,-0.7,1,0,497,1
461,less than 20,1,M,1,1,1,3,-1.2,1,0,497,1
461,less than 20,1,M,2,1,1,2,0.3,0,0,497,1
461,20-30,1,M,2,3,1,0,0.3,2,0,497,1
461,less than 20,1,M,2,0,1,4,0.4,0,0,497,1
461,less than 20,0,M,0,0,0,8,1.2,0,0,497,1
461,less than 20,1,M,1,1,1,5,-2.2,0,0,497,1
461,less than 20,0,M,0,1,1,8,-4.5,0,0,497,1
461,less than 20,1,M,3,1,1,0,-0.1,0,0,497,1
460,less than 20,0,M,0,1,1,4,0.3,0,0,512,1
460,less than 20,0,M,0,0,0,0,-0.6,0,0,512,1
460,less than 20,0,M,0,0,1,10,3.6,0,0,512,1
460,less than 20,1,M,1,1,1,3,0.9,0,0,512,1
460,less than 20,0,F,0,0,0,0,-0.2,0,0,512,1
460,20-30,1,M,1,0,1,2,-2.4,0,0,512,1
460,20-30,2,M,2,1,1,2,-0.7,0,0,512,1
460,less than 20,1,M,2,0,1,1,2.3,0,0,512,1
460,less than 20,0,M,0,3,1,6,-0.1,0,0,512,1
460,less than 20,0,F,1,0,0,0,-0.3,0,0,512,1
460,less than 20,0,M,1,2,1,3,0.9,2,0,512,1
460,less than 20,3,M,2,1,1,0,-0.6,1,0,512,1
460,less than 20,1,M,1,3,1,4,-1.3,0,2,512,1
460,20-30,1,M,0,0,1,14,-4.2,0,0,512,1
460,less than 20,1,M,2,2,1,1,1.1,0,0,512,1
460,less than 20,3,M,2,1,1,1,-0.6,1,0,512,1
460,less than 20,1,M,1,3,1,3,-0.7,0,0,512,1
460,less than 20,0,M,0,2,1,0,-0.3,2,0,512,1
460,less than 20,1,M,0,3,1,1,-0.2,2,0,512,1
460,less than 20,1,M,2,0,1,6,1.1,0,0,512,1
460,less than 20,1,M,1,4,1,2,-1.1,1,0,512,1
460,less than 20,1,M,1,1,1,1,0.4,0,0,512,1
460,less than 20,0,M,1,0,0,0,0.6,0,2,512,1
460,less than 20,2,M,1,2,1,2,1.5,0,0,512,1
460,less than 20,1,M,1,4,1,0,-0.3,2,2,512,1
459,less than 20,1,M,1,4,1,2,-0.6,1,0,537,1
459,20-30,1,M,2,1,1,2,0.3,0,0,537,1
459,less than 20,0,M,0,5,1,10,-0.6,0,0,537,1
459,less than 20,0,M,1,2,1,0,-0.2,1,0,537,1
459,less than 20,0,M,0,6,1,0,1.1,2,2,537,1
459,less than 20,0,M,0,3,1,0,0.1,2,0,537,1
459,20-30,2,M,2,0,1,8,0.1,0,0,537,1
459,less than 20,2,M,2,1,1,0,0.2,1,2,537,1
459,less than 20,1,M,1,1,1,7,-2.2,0,0,537,1
459,less than 20,1,M,1,3,1,3,1.0,1,0,537,1
459,less than 20,1,M,1,1,1,0,3.0,0,0,537,1
459,less than 20,0,M,0,2,1,7,3.2,0,0,537,1
458,less than 20,1,M,2,3,0,0,0.3,0,0,549,1
458,less than 20,0,F,2,4,0,0,-1.1,0,0,549,1
458,less than 20,1,F,3,1,0,0,-0.5,1,0,549,1
458,less than 20,1,M,1,2,1,0,1.4,0,0,549,1
458,less than 20,0,M,0,3,1,3,1.2,0,2,549,1
458,less than 20,0,M,0,6,1,1,-0.7,1,0,549,1
458,less than 20,2,M,3,0,1,0,-0.3,0,0,549,1
458,less than 20,0,M,0,4,1,0,1.1,0,0,549,1
458,20-30,0,M,1,7,1,0,1.7,0,0,549,1
458,less than 20,1,M,1,1,1,1,-0.7,1,0,549,1
458,less than 20,2,M,1,1,1,2,0.9,0,0,549,1
458,less than 20,1,M,1,1,1,8,-0.7,1,0,549,1
458,20-30,1,M,1,3,1,1,1.3,1,2,549,1
458,less than 20,1,M,1,4,1,2,-0.5,1,0,549,1
458,20-30,1,M,1,2,1,3,0.6,1,0,549,1
458,less than 20,0,M,0,0,0,9,3.3,0,0,549,1
457,20-30,1,M,2,1,1,0,-0.3,1,0,565,1
457,less than 20,0,M,0,2,1,2,1.6,2,2,565,1
457,less than 20,0,M,0,1,0,0,-0.2,0,0,565,1
457,less than 20,0,M,0,1,1,1,-0.8,1,0,565,1
457,less than 20,0,M,0,6,1,1,0.9,0,0,565,1
457,less than 20,2,M,1,3,1,2,-0.6,0,0,565,1
457,less than 20,1,M,1,2,1,0,2.1,0,0,565,1
457,less than 20,0,M,0,2,1,8,-0.1,1,0,565,1
457,20-30,1,M,2,3,1,0,-0.1,1,0,565,1
457,20-30,2,M,2,1,1,0,0.5,1,0,565,1
457,less than 20,0,M,0,2,1,1,1.3,1,0,565,1
457,less than 20,2,M,2,1,0,0,0.2,0,0,565,1
457,less than 20,1,M,0,1,1,1,2.4,0,0,565,1
457,20-30,0,M,0,2,1,1,0.2,1,0,565,1
456,less than 20,1,M,2,0,0,0,0.5,0,0,579,1
456,less than 20,1,M,1,0,0,0,-0.1,0,0,579,1
456,20-30,3,M,4,0,1,1,-2.8,0,0,579,1
456,less than 20,1,M,1,1,1,6,0.8,0,0,579,1
456,20-30,3,M,3,0,1,0,-1.2,0,0,579,1
456,less than 20,1,M,1,3,1,0,-0.1,1,0,579,1
456,less than 20,2,M,1,1,1,2,0.0,0,0,579,1
456,20-30,1,M,1,1,1,19,-0.7,1,0,579,1
456,less than 20,1,M,2,0,1,0,-0.2,0,0,579,1
456,less than 20,0,M,0,5,1,0,-1.1,0,0,579,1
456,less than 20,1,M,1,0,1,14,2.9,0,0,579,1
456,30-40,2,M,0,0,1,16,2.4,0,0,579,1
456,20-30,0,M,0,4,1,0,-1.7,2,0,579,1
456,20-30,2,M,2,3,1,1,0.2,1,0,579,1
456,less than 20,0,M,0,3,1,2,4.5,0,2,579,1
456,20-30,1,M,0,4,1,1,-0.2,1,0,579,1
456,20-30,0,M,0,1,1,6,0.0,0,0,579,1
456,less than 20,0,M,0,3,1,1,-0.3,1,0,579,1
456,less than 20,0,M,0,2,1,4,1.7,1,0,579,1
456,less than 20,1,M,1,1,1,7,1.1,0,0,579,1
456,20-30,1,M,2,1,1,0,0.1,0,2,579,1
456,less than 20,0,F,0,0,0,0,-0.1,0,0,579,1
456,30-40,2,M,2,0,1,6,1.5,0,0,579,1
456,less than 20,2,M,2,2,1,2,-1.8,1,0,579,1
456,less than 20,0,M,0,3,1,2,0.2,0,0,579,1
455,20-30,2,M,2,0,1,3,0.9,0,0,604,1
455,less than 20,0,M,0,3,1,0,0.6,1,0,604,1
455,20-30,2,M,2,0,1,0,0.0,0,0,604,1
455,less than 20,1,M,1,2,0,0,1.1,0,0,604,1
455,less than 20,2,M,2,1,1,0,-1.3,1,0,604,1
455,20-30,2,M,2,2,1,3,0.7,0,1,604,1
455,20-30,3,M,3,0,1,0,0.4,0,0,604,1
455,less than 20,1,M,1,2,1,4,-0.7,0,0,604,1
455,less than 20,2,M,2,2,1,1,-1.2,1,0,604,1
455,less than 20,0,F,1,0,0,0,-0.3,0,0,604,1
455,less than 20,0,F,1,1,0,0,-0.4,1,0,604,1
455,less than 20,0,M,1,1,1,1,0.0,0,0,604,1
455,less than 20,2,M,2,2,1,3,-0.7,0,0,604,1
455,20-30,1,M,2,1,0,1,0.5,1,2,604,1
455,less than 20,0,M,0,2,1,7,-2.5,0,0,604,1
455,less than 20,0,M,0,1,0,0,0.2,0,0,604,1
455,20-30,0,M,0,1,1,2,1.3,1,0,604,1
455,less than 20,0,M,1,2,1,0,1.0,1,0,604,1
455,less than 20,0,M,0,3,1,4,1.6,2,2,604,1
455,less than 20,1,M,1,1,1,9,-0.1,0,0,604,1
455,less than 20,0,M,0,0,1,18,2.1,0,0,604,1
454,less than 20,0,M,0,5,1,0,0.3,3,0,625,1
454,less than 20,0,M,1,0,1,11,3.0,0,0,625,1
454,less than 20,1,M,2,1,1,1,0.4,0,0,625,1
454,less than 20,1,M,2,2,1,1,-2.4,0,0,625,1
454,less than 20,1,M,1,3,1,0,0.5,0,0,625,1
454,20-30,0,M,0,9,0,0,2.7,0,0,625,1
454,less than 20,0,M,0,4,0,0,1.5,2,0,625,1
454,less than 20,0,M,1,3,1,1,0.1,2,0,625,1
454,less than 20,0,M,0,1,1,2,0.4,1,0,625,1
454,less than 20,1,M,1,3,1,2,1.4,0,1,625,1
454,less than 20,2,M,2,0,1,2,-0.5,0,0,625,1
454,less than 20,0,M,0,3,0,0,0.3,1,0,625,1
454,less than 20,1,M,2,1,1,2,-0.5,1,0,625,1
454,less than 20,0,M,0,2,1,2,2.5,1,0,625,1
454,less than 20,1,M,2,1,1,1,-0.4,0,0,625,1
454,less than 20,0,M,0,5,0,3,-1.9,0,0,625,1
454,less than 20,2,M,2,1,1,0,-0.9,1,0,625,1
454,less than 20,0,M,0,1,1,14,-6.2,1,0,625,1
453,20-30,1,M,2,3,1,0,1.2,0,0,643,1
453,20-30,1,M,1,1,1,2,1.6,0,0,643,1
453,less than 20,2,M,2,2,0,0,-0.8,0,0,643,1
453,20-30,2,M,2,2,1,3,0.3,0,2,643,1
453,less than 20,1,M,0,3,1,1,1.2,1,0,643,1
453,less than 20,1,M,1,4,1,0,-1.2,1,0,643,1
453,less than 20,0,M,3,1,0,0,0.3,1,2,643,1
453,less than 20,0,M,0,5,1,2,-1.3,0,0,643,1
453,less than 20,2,M,2,1,1,0,-0.4,0,0,643,1
453,less than 20,0,M,2,3,1,0,0.7,0,0,643,1
453,less than 20,0,M,0,1,1,13,-1.1,0,0,643,1
453,less than 20,0,M,0,4,1,0,0.3,2,0,643,1
453,less than 20,0,M,0,6,1,0,-0.4,2,0,643,1
453,less than 20,0,M,0,3,1,0,-0.4,2,0,643,1
453,less than 20,2,M,0,2,1,2,1.6,0,0,643,1
452,less than 20,1,M,1,1,1,6,2.7,0,0,658,1
452,less than 20,0,M,0,0,0,0,0.1,0,0,658,1
452,less than 20,1,M,1,3,1,3,0.7,0,0,658,1
452,less than 20,0,M,0,3,1,5,2.7,0,0,658,1
452,less than 20,0,M,0,0,0,0,-0.3,0,0,658,1
452,less than 20,1,M,1,3,1,1,0.4,2,0,658,1
452,less than 20,2,M,1,1,1,0,2.5,0,2,658,1
