SSL_SCORE,PREDICTOR_RAT_AGE_AT_LATEST_ARREST,PREDICTOR_RAT_VICTIM_SHOOTING_INCIDENTS,SEX_CODE_CD,PREDICTOR_RAT_VICTIM_BATTERY_OR_ASSAULT,PREDICTOR_RAT_ARRESTS_VIOLENT_OFFENSES,PREDICTOR_RAT_GANG_AFFILIATION,PREDICTOR_RAT_NARCOTIC_ARRESTS,PREDICTOR_RAT_TREND_IN_CRIMINAL_ACTIVITY,PREDICTOR_RAT_UUW_ARRESTS,RACE_CODE_CD,SSL_SCORE_RANK,SHORT_LIST
452,less than 20,0,M,0,2,1,1,1.3,0,0,658,1
452,20-30,0,M,0,3,1,1,0.1,1,0,658,1
452,less than 20,1,M,2,0,1,1,0.8,0,2,658,1
452,less than 20,0,M,0,2,1,0,-1.4,2,0,658,1
452,less than 20,1,M,1,3,1,2,0.7,0,0,658,1
452,less than 20,0,M,0,3,1,3,1.7,2,0,658,1
452,less than 20,0,M,1,4,0,0,-0.5,2,0,658,1
452,less than 20,0,M,0,2,1,8,-2.9,2,0,658,1
452,less than 20,0,M,1,2,1,4,1.1,2,0,658,1
452,less than 20,1,M,1,1,1,1,1.2,0,0,658,1
452,less than 20,1,M,1,2,1,0,-0.2,0,0,658,1
451,less than 20,1,M,2,0,1,3,1.3,0,0,676,1
451,less than 20,0,M,2,2,0,0,0.7,0,0,676,1
451,20-30,2,M,2,1,1,2,0.3,1,0,676,1
451,less than 20,1,M,2,1,0,0,0.3,1,0,676,1
451,less than 20,1,M,0,4,1,2,0.5,2,0,676,1
451,less than 20,1,M,2,1,1,1,0.5,1,0,676,1
451,20-30,0,M,0,6,1,1,-1.6,0,0,676,1
451,less than 20,0,M,0,0,0,0,0.3,0,0,676,1
451,20-30,2,M,2,0,1,5,-0.9,0,0,676,1
451,20-30,3,M,2,2,1,0,-0.2,1,0,676,1
451,less than 20,0,M,2,2,1,1,-1.2,1,0,676,1
451,less than 20,0,M,0,3,1,4,1.4,0,0,676,1
450,less than 20,0,M,0,2,0,2,1.4,0,0,688,0
450,less than 20,0,M,0,4,1,0,-0.7,1,0,688,0
450,less than 20,2,M,2,1,1,0,0.0,0,0,688,0
450,less than 20,0,M,0,3,1,0,1.7,0,0,688,0
450,less than 20,0,M,1,4,1,0,0.9,1,2,688,0
450,less than 20,1,M,1,0,0,0,-0.3,0,0,688,0
450,20-30,1,M,2,1,1,2,0.8,1,0,688,0
450,less than 20,2,M,2,1,1,0,-1.2,0,0,688,0
450,less than 20,1,M,1,3,1,2,2.0,0,0,688,0
450,less than 20,0,M,0,3,1,1,-0.8,2,0,688,0
450,less than 20,0,M,0,2,1,4,0.4,0,0,688,0
450,less than 20,0,M,0,0,1,11,2.5,0,0,688,0
450,20-30,2,M,2,0,1,8,-2.2,0,0,688,0
450,less than 20,0,M,0,3,0,2,1.1,0,0,688,0
450,20-30,0,M,3,3,1,1,-0.6,0,0,688,0
450,less than 20,0,F,0,0,0,0,-0.6,0,0,688,0
450,20-30,1,M,1,4,1,0,-0.1,3,2,688,0
450,less than 20,0,M,1,3,1,0,1.1,1,0,688,0
450,less than 20,1,M,1,3,1,2,0.4,0,0,688,0
450,20-30,0,M,2,1,1,3,0.9,1,0,688,0
450,less than 20,1,M,1,4,1,2,-0.4,2,0,688,0
450,less than 20,1,M,1,1,1,2,1.2,1,0,688,0
449,less than 20,0,M,0,2,1,0,2.1,0,0,710,0
449,less than 20,1,M,1,2,1,2,0.5,1,0,710,0
449,20-30,3,M,1,2,1,0,-0.9,0,2,710,0
449,less than 20,1,M,1,3,1,1,0.2,1,0,710,0
449,less than 20,0,M,0,2,1,4,2.2,1,0,710,0
449,20-30,1,M,1,2,1,2,1.5,1,0,710,0
449,20-30,1,M,3,0,0,0,-0.4,0,0,710,0
449,less than 20,0,M,2,1,0,0,0.1,1,0,710,0
449,20-30,1,M,2,1,1,2,1.2,0,0,710,0
449,less than 20,1,M,1,1,0,0,2.0,1,0,710,0
449,less than 20,0,M,0,2,1,7,0.5,0,0,710,0
449,less than 20,0,M,0,3,1,2,0.2,3,0,710,0
449,less than 20,0,M,0,2,0,0,0.7,0,0,710,0
449,less than 20,0,M,0,1,0,0,1.1,0,0,710,0
449,less than 20,1,M,1,2,1,2,1.8,1,2,710,0
449,less than 20,0,M,0,3,1,0,2.1,2,0,710,0
449,less than 20,0,M,2,1,1,2,0.4,0,0,710,0
449,less than 20,0,M,0,2,1,0,-0.5,0,0,710,0
449,less than 20,0,M,0,1,1,1,-0.8,1,0,710,0
449,less than 20,1,M,1,1,1,1,0.6,1,0,710,0
448,20-30,1,M,1,1,1,8,-0.9,1,0,730,0
448,less than 20,0,M,0,3,1,3,3.1,1,2,730,0
448,less than 20,1,M,1,0,1,3,0.7,0,0,730,0
448,less than 20,1,M,1,5,1,0,-0.6,0,0,730,0
448,less than 20,0,M,0,3,1,2,-0.9,2,0,730,0
448,20-30,0,F,0,0,0,3,-1.0,0,0,730,0
448,less than 20,0,M,0,0,0,0,-0.3,0,0,730,0
448,less than 20,0,M,0,4,1,0,1.2,3,0,730,0
448,20-30,0,M,0,4,1,2,-0.4,2,0,730,0
448,less than 20,0,M,0,2,0,0,-0.2,0,0,730,0
448,less than 20,0,M,1,1,1,5,1.8,0,0,730,0
448,less than 20,1,M,1,2,1,0,1.5,1,0,730,0
448,less than 20,0,M,0,3,1,0,0.8,0,0,730,0
448,less than 20,0,M,0,0,1,12,-3.2,0,0,730,0
448,less than 20,0,M,0,4,1,0,0.5,1,0,730,0
448,less than 20,1,M,1,2,0,1,0.0,2,0,730,0
448,less than 20,2,M,2,0,1,1,-1.0,0,0,730,0
448,20-30,2,M,3,1,1,0,-0.9,0,2,730,0
448,less than 20,0,M,0,1,0,0,0.2,0,0,730,0
447,30-40,1,M,2,2,1,6,-2.6,0,0,749,0
447,less than 20,0,M,0,1,1,11,0.2,0,0,749,0
447,less than 20,1,M,1,3,1,3,0.2,0,2,749,0
447,less than 20,1,F,1,1,1,3,-0.3,1,0,749,0
447,less than 20,1,M,1,1,1,0,0.8,0,0,749,0
447,less than 20,1,M,1,0,0,0,-0.1,0,0,749,0
447,20-30,2,M,2,0,1,4,-0.5,0,0,749,0
447,less than 20,1,M,1,0,0,0,0.1,0,0,749,0
447,20-30,2,M,2,1,0,0,0.3,1,0,749,0
447,less than 20,2,M,1,1,1,1,-1.1,0,0,749,0
447,20-30,1,M,1,1,1,2,0.3,1,0,749,0
447,less than 20,1,M,1,2,1,1,1.4,0,0,749,0
447,less than 20,1,M,1,2,1,1,0.5,0,0,749,0
447,less than 20,1,M,1,2,1,0,-0.1,0,0,749,0
447,less than 20,0,M,0,5,1,0,1.3,2,0,749,0
447,20-30,2,M,2,1,1,1,1.4,0,0,749,0
447,20-30,2,M,2,0,1,0,-1.5,0,2,749,0
447,less than 20,0,M,0,2,1,3,1.8,1,0,749,0
447,20-30,0,M,1,3,1,1,0.3,1,0,749,0
447,less than 20,1,M,1,2,0,1,0.7,0,0,749,0
447,20-30,2,M,2,1,1,1,0.6,1,0,749,0
447,less than 20,0,M,0,2,1,1,1.8,0,0,749,0
447,less than 20,1,M,1,3,1,1,-0.5,2,0,749,0
447,20-30,1,M,2,1,1,2,0.4,0,0,749,0
447,less than 20,0,M,0,2,0,6,-0.8,2,0,749,0
447,less than 20,1,M,2,1,0,0,0.5,0,0,749,0
447,less than 20,1,M,0,5,1,1,0.6,0,0,749,0
446,less than 20,1,M,2,1,1,0,0.3,0,0,776,0
446,less than 20,1,M,0,1,1,9,0.1,1,0,776,0
446,less than 20,0,F,0,2,0,0,1.4,0,0,776,0
446,20-30,1,M,1,1,1,5,-0.7,1,0,776,0
446,less than 20,0,M,3,1,1,0,-0.4,0,1,776,0
446,less than 20,1,M,1,3,1,0,-1.8,1,0,776,0
446,less than 20,0,M,0,2,1,0,-1.3,2,0,776,0
446,20-30,1,M,2,2,1,1,0.6,0,0,776,0
446,less than 20,0,M,1,3,1,2,-0.1,2,2,776,0
446,less than 20,1,M,1,3,1,1,-0.5,1,0,776,0
446,less than 20,2,M,2,1,1,2,-0.6,1,0,776,0
446,less than 20,1,M,1,1,1,0,1.8,0,0,776,0
446,less than 20,1,M,1,1,1,1,0.2,0,0,776,0
446,less than 20,2,M,2,0,1,2,-0.4,0,0,776,0
446,less than 20,0,M,0,1,0,0,0.0,0,0,776,0
446,less than 20,1,M,1,0,1,8,1.4,0,0,776,0
446,less than 20,0,M,2,0,0,0,0.5,0,0,776,0
446,less than 20,0,M,0,2,1,11,2.9,0,0,776,0
446,less than 20,0,M,0,4,1,2,0.1,2,0,776,0
446,less than 20,1,M,1,1,1,3,2.1,0,2,776,0
446,20-30,1,M,2,0,1,3,1.0,0,2,776,0
446,less than 20,1,M,1,3,1,1,0.9,0,0,776,0
446,less than 20,0,M,0,4,1,1,0.9,1,0,776,0
446,20-30,0,M,0,1,1,12,-0.4,0,0,776,0
445,20-30,2,M,2,0,1,1,0.5,0,0,800,0
445,less than 20,0,M,0,3,1,11,-0.8,0,0,800,0
445,less than 20,1,M,2,2,1,2,-0.9,1,0,800,0
445,less than 20,1,M,0,1,0,0,0.9,0,0,800,0
445,less than 20,1,M,1,1,1,2,0.8,1,2,800,0
445,20-30,0,M,0,7,0,0,1.9,0,0,800,0
445,less than 20,0,M,0,1,0,0,-0.2,0,0,800,0
445,less than 20,0,M,1,2,1,0,1.4,1,1,800,0
445,less than 20,1,M,1,3,1,1,-1.1,1,2,800,0
445,less than 20,0,M,0,4,1,0,0.6,1,0,800,0
445,less than 20,0,F,1,0,0,5,2.4,0,0,800,0
445,less than 20,1,M,2,1,1,0,-0.2,1,0,800,0
445,20-30,0,M,0,2,1,3,-0.1,2,0,800,0
445,less than 20,0,M,1,3,1,0,0.8,0,0,800,0
445,less than 20,0,M,0,1,1,14,-0.6,0,0,800,0
445,less than 20,0,M,0,2,1,2,0.7,1,0,800,0
445,less than 20,0,M,0,2,1,0,1.9,2,2,800,0
445,less than 20,0,M,0,1,1,4,0.3,0,0,800,0
445,less than 20,0,M,0,0,0,0,-0.1,0,0,800,0
445,less than 20,0,M,0,7,0,0,2.4,0,0,800,0
445,less than 20,0,M,0,3,1,5,-0.6,1,0,800,0
445,less than 20,0,M,0,2,1,12,-0.2,2,0,800,0
445,less than 20,0,M,1,2,1,4,0.6,1,0,800,0
445,less than 20,0,M,0,7,0,0,2.4,0,0,800,0
445,less than 20,0,F,0,0,0,0,-0.8,0,0,800,0
445,less than 20,0,M,0,2,0,0,-0.4,0,0,800,0
445,less than 20,0,M,1,4,1,2,0.5,0,1,800,0
444,less than 20,2,M,2,1,1,2,-0.3,1,0,827,0
444,20-30,1,M,2,3,1,6,-2.9,1,0,827,0
444,less than 20,0,M,0,1,1,13,-1.6,0,0,827,0
444,less than 20,1,M,1,3,1,0,0.1,0,0,827,0
444,less than 20,0,M,0,1,1,5,2.8,1,0,827,0
444,less than 20,1,M,1,0,1,1,0.4,0,2,827,0
444,less than 20,1,M,1,2,1,1,0.0,0,0,827,0
444,20-30,0,M,0,4,1,1,0.5,2,2,827,0
444,20-30,0,M,0,0,1,14,-0.9,0,0,827,0
444,less than 20,1,M,1,3,1,0,0.1,3,0,827,0
444,less than 20,1,M,1,2,0,0,0.8,1,0,827,0
444,less than 20,1,M,1,0,0,1,0.8,0,0,827,0
444,20-30,2,M,2,2,1,0,0.4,1,2,827,0
444,20-30,0,M,0,0,1,21,2.0,0,0,827,0
444,less than 20,0,M,0,1,1,12,0.0,1,0,827,0
444,20-30,0,F,4,0,0,1,0.4,0,0,827,0
444,less than 20,1,M,2,3,1,0,-1.6,0,0,827,0
444,less than 20,0,F,0,0,0,0,0.1,0,2,827,0
444,less than 20,0,M,1,0,1,0,-0.1,0,0,827,0
444,20-30,0,M,0,4,1,2,-0.9,4,0,827,0
444,less than 20,1,M,1,1,0,1,-1.3,0,0,827,0
444,less than 20,1,M,1,2,0,1,1.2,0,0,827,0
444,less than 20,0,F,0,1,0,0,-0.4,0,0,827,0
444,less than 20,1,M,1,0,1,5,-2.4,0,0,827,0
444,less than 20,1,M,1,2,1,2,0.3,0,0,827,0
444,20-30,0,M,1,1,1,1,-0.4,1,0,827,0
444,20-30,3,M,2,2,1,0,-1.0,0,0,827,0
444,less than 20,0,M,0,5,1,0,-0.3,0,0,827,0
444,less than 20,1,M,1,0,0,0,0.8,0,0,827,0
444,30-40,1,M,1,3,1,0,0.5,3,0,827,0
444,less than 20,0,M,0,2,1,4,0.5,1,0,827,0
444,less than 20,0,M,0,5,1,0,4.5,1,0,827,0
444,less than 20,0,M,0,2,1,6,3.2,0,0,827,0
444,less than 20,0,M,0,0,0,0,0.1,0,2,827,0
444,20-30,1,M,1,2,1,1,-0.4,2,0,827,0
444,20-30,1,M,1,3,1,0,-0.7,1,0,827,0
444,less than 20,1,M,2,2,1,1,-0.1,1,0,827,0
444,less than 20,0,M,1,2,1,4,1.1,0,0,827,0
443,less than 20,1,M,1,1,1,6,-0.7,1,0,865,0
443,20-30,1,M,1,4,1,1,-0.3,2,0,865,0
443,less than 20,1,M,0,5,1,0,0.1,2,0,865,0
443,less than 20,1,M,2,0,1,2,-0.6,0,0,865,0
443,less than 20,1,M,1,2,1,0,0.5,1,0,865,0
443,less than 20,1,M,1,2,1,0,0.0,1,0,865,0
443,less than 20,0,M,1,1,1,7,0.7,1,0,865,0
443,20-30,0,M,3,1,0,3,1.8,0,0,865,0
443,less than 20,0,M,0,7,1,0,-1.3,1,0,865,0
443,less than 20,1,M,1,0,1,0,0.5,0,0,865,0
443,less than 20,0,M,0,1,1,1,1.7,1,0,865,0
443,less than 20,0,M,0,7,1,0,-0.3,1,0,865,0
443,less than 20,0,M,1,3,1,2,-0.9,1,0,865,0
443,20-30,2,M,2,0,1,1,-2.5,0,0,865,0
443,less than 20,0,M,0,3,1,0,0.2,2,0,865,0
443,less than 20,1,M,2,2,1,1,0.0,0,0,865,0
443,less than 20,2,M,2,0,0,1,0.2,0,0,865,0
443,less than 20,0,F,0,0,0,0,0.1,0,0,865,0
443,less than 20,0,M,0,2,1,8,-1.3,0,0,865,0
443,less than 20,0,M,0,2,1,4,1.2,1,0,865,0
443,less than 20,0,M,2,1,0,1,-1.5,0,0,865,0
443,less than 20,1,M,1,0,0,0,0.3,0,0,865,0
443,20-30,1,M,1,2,1,3,-2.4,1,0,865,0
443,less than 20,1,M,1,3,1,0,-2.3,2,2,865,0
443,less than 20,0,M,1,4,1,0,-0.7,0,0,865,0
443,20-30,0,M,4,0,1,0,-0.1,0,1,865,0
443,less than 20,1,M,1,3,1,2,-0.9,2,0,865,0
443,less than 20,0,M,0,3,1,0,-2.4,1,0,865,0
443,less than 20,1,M,1,2,1,4,1.2,1,0,865,0
443,less than 20,2,M,1,1,1,0,-1.4,1,0,865,0
443,less than 20,2,M,2,0,1,0,1.0,0,0,865,0
443,less than 20,2,M,1,3,1,1,-1.8,0,0,865,0
442,less than 20,0,M,0,3,0,2,1.4,1,0,897,0
442,less than 20,1,M,2,0,0,0,0.3,0,0,897,0
442,less than 20,1,M,1,1,0,2,-0.1,0,0,897,0
442,less than 20,1,M,1,2,0,9,-1.5,0,0,897,0
442,less than 20,0,M,0,2,1,12,0.0,1,0,897,0
442,less than 20,1,M,2,0,1,3,-0.2,0,0,897,0
442,20-30,1,M,1,3,1,1,0.4,1,0,897,0
442,less than 20,1,M,1,3,1,1,-0.7,1,0,897,0
442,20-30,1,M,4,0,1,1,-0.1,0,2,897,0
442,less than 20,0,M,0,0,0,3,0.2,0,0,897,0
442,less than 20,0,M,0,2,1,4,1.2,0,2,897,0
442,less than 20,0,M,0,4,1,3,1.7,2,0,897,0
442,less than 20,1,M,1,1,0,1,-0.5,0,0,897,0
442,20-30,0,M,3,0,1,1,1.3,0,0,897,0
442,less than 20,1,M,1,3,0,0,0.0,1,0,897,0
442,20-30,2,M,2,1,1,0,0.6,0,0,897,0
442,less than 20,0,M,2,0,1,5,0.8,0,0,897,0
442,less than 20,1,F,3,1,0,0,-1.0,1,2,897,0
442,less than 20,0,M,3,0,1,0,0.5,0,0,897,0
442,20-30,1,F,3,1,0,0,-0.4,0,0,897,0
442,20-30,2,M,2,1,1,0,0.0,1,2,897,0
442,less than 20,1,M,1,0,0,0,0.3,0,2,897,0
442,20-30,2,M,2,2,1,1,-0.7,0,0,897,0
442,20-30,2,M,2,1,1,6,-0.8,0,0,897,0
442,less than 20,0,M,0,3,1,6,3.7,0,0,897,0
442,less than 20,0,M,0,5,1,1,-2.0,1,0,897,0
442,less than 20,1,M,1,0,1,3,1.7,0,0,897,0
442,less than 20,0,M,1,4,1,1,0.3,1,0,897,0
442,less than 20,1,M,1,1,0,0,1.2,1,0,897,0
442,less than 20,0,M,2,1,1,0,0.6,1,0,897,0
442,less than 20,0,M,0,1,1,4,1.3,0,0,897,0
442,less than 20,0,M,0,3,1,6,2.2,0,2,897,0
442,less than 20,0,M,2,3,1,1,0.0,1,0,897,0
441,less than 20,0,M,0,2,1,5,1.6,1,0,930,0
441,20-30,1,M,1,0,1,4,-0.9,0,0,930,0
441,less than 20,1,F,2,0,0,0,0.3,0,2,930,0
441,20-30,1,M,2,0,1,6,0.6,0,0,930,0
441,less than 20,1,M,1,1,1,0,-0.3,1,0,930,0
441,less than 20,1,M,1,1,1,3,-0.2,1,0,930,0
441,less than 20,0,M,0,3,1,0,0.4,2,0,930,0
441,20-30,0,M,4,0,1,1,-0.5,0,2,930,0
441,20-30,1,M,1,0,1,7,1.2,0,0,930,0
441,less than 20,0,M,1,1,1,2,1.3,0,0,930,0
441,less than 20,1,M,1,2,1,0,0.1,2,0,930,0
441,less than 20,0,M,0,2,1,4,3.6,0,0,930,0
441,20-30,2,M,2,2,0,2,0.0,0,0,930,0
441,less than 20,0,F,2,0,0,0,0.4,0,0,930,0
441,less than 20,1,M,1,4,1,0,-0.6,1,0,930,0
441,less than 20,2,M,2,0,1,2,0.7,0,0,930,0
441,less than 20,1,F,2,0,1,0,0.3,0,2,930,0
441,less than 20,1,M,1,2,1,2,-0.2,1,0,930,0
441,less than 20,0,M,0,3,1,5,2.1,0,2,930,0
441,less than 20,1,M,1,1,1,4,-0.2,1,0,930,0
441,less than 20,0,M,0,1,1,7,1.6,0,0,930,0
441,20-30,0,M,0,0,1,9,-0.6,0,0,930,0
441,less than 20,0,M,0,3,1,4,-1.2,1,0,930,0
440,20-30,3,M,2,1,0,0,-0.1,0,0,953,0
440,less than 20,1,M,2,0,1,2,-0.3,0,0,953,0
440,20-30,2,M,2,0,1,0,0.1,0,0,953,0
440,less than 20,0,M,0,4,1,0,-2.9,1,0,953,0
440,20-30,0,M,0,0,1,15,3.8,0,0,953,0
440,20-30,1,M,2,1,1,2,0.6,1,0,953,0
440,less than 20,1,M,2,0,1,2,1.6,0,0,953,0
440,less than 20,1,M,1,3,1,0,0.9,0,0,953,0
440,less than 20,0,M,1,1,1,1,3.1,0,0,953,0
440,less than 20,2,M,2,1,1,1,-0.9,1,0,953,0
440,less than 20,1,M,1,0,1,1,1.4,0,2,953,0
440,less than 20,1,M,1,3,1,0,0.5,0,0,953,0
440,less than 20,0,M,1,2,1,1,2.4,0,0,953,0
440,less than 20,0,F,0,0,0,2,-0.2,0,0,953,0
440,less than 20,1,M,2,0,1,1,1.0,0,2,953,0
440,less than 20,0,M,2,1,0,0,0.1,1,0,953,0
440,less than 20,0,M,0,5,1,0,0.4,0,2,953,0
440,less than 20,1,M,2,0,0,1,0.6,0,0,953,0
440,less than 20,1,M,1,1,0,0,0.7,0,0,953,0
440,less than 20,1,M,2,1,1,1,-0.5,1,0,953,0
440,20-30,2,M,2,1,1,5,-0.4,0,0,953,0
440,less than 20,0,M,0,3,1,0,1.9,1,0,953,0
440,less than 20,1,M,1,2,1,1,0.8,1,2,953,0
440,less than 20,1,M,1,2,1,0,0.7,1,0,953,0
440,20-30,1,M,1,1,0,1,0.2,1,0,953,0
440,less than 20,0,M,0,1,1,4,0.4,0,0,953,0
440,less than 20,1,M,3,0,1,0,-0.6,0,2,953,0
440,less than 20,0,M,1,2,1,2,-3.0,0,0,953,0
440,20-30,1,M,2,2,1,2,-1.8,1,2,953,0
439,less than 20,0,M,0,1,1,12,2.1,1,0,982,0
439,less than 20,1,M,1,2,1,1,0.8,0,0,982,0
439,less than 20,0,M,1,2,1,2,0.1,2,0,982,0
439,less than 20,1,M,2,1,1,0,0.1,0,0,982,0
439,20-30,2,M,2,1,1,0,-0.2,1,0,982,0
439,less than 20,0,M,1,2,1,1,0.6,2,2,982,0
439,less than 20,0,M,0,6,1,0,-0.7,1,0,982,0
439,less than 20,0,M,0,3,1,4,2.2,0,0,982,0
439,less than 20,0,M,1,1,1,2,-1.2,0,2,982,0
439,less than 20,0,M,0,0,0,0,0.1,0,0,982,0
439,less than 20,1,M,1,1,1,7,-2.9,1,0,982,0
439,less than 20,1,M,1,3,1,0,0.1,1,0,982,0
439,less than 20,1,M,2,1,1,0,0.7,1,0,982,0
439,less than 20,1,M,1,2,1,1,1.1,0,0,982,0
439,less than 20,1,M,1,3,1,0,-2.1,1,0,982,0
439,less than 20,0,M,0,1,1,0,1.3,0,0,982,0
439,less than 20,0,M,0,1,1,1,-3.4,0,0,982,0
439,20-30,2,M,3,1,1,0,0.0,1,0,982,0
439,20-30,2,M,2,0,1,9,-2.6,0,0,982,0
